from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,5,40,2,-1,-1
0,6,11,72,2,-1,-1
0,10,10,102,2,-1,-1
0,12,19,2,2,-1,-1
0,13,39,94,2,-1,-1
0,15,9,69,2,-1,-1
0,16,41,79,2,-1,-1
0,18,36,68,2,-1,-1
0,19,14,0,2,-1,-1
0,21,46,48,2,-1,-1
1,5,17,16,2,-1,-1
1,6,5,52,2,-1,-1
1,7,33,68,2,-1,-1
1,10,12,23,2,-1,-1
1,11,12,64,2,-1,-1
1,12,22,44,2,-1,-1
1,14,24,83,2,-1,-1
2,3,11,68,2,-1,-1
2,4,28,37,2,-1,-1
2,10,8,31,2,-1,-1
2,12,35,16,2,-1,-1
2,15,19,64,2,-1,-1
2,16,53,68,2,-1,-1
2,19,15,79,2,-1,-1
3,4,21,46,2,-1,-1
3,5,19,25,2,-1,-1
3,6,9,80,2,-1,-1
3,8,35,62,2,-1,-1
3,9,36,73,2,-1,-1
3,10,7,69,2,-1,-1
3,14,28,40,2,-1,-1
3,15,11,49,2,-1,-1
3,16,44,34,2,-1,-1
3,17,40,60,2,-1,-1
3,18,39,43,2,-1,-1
3,19,13,8,2,-1,-1
3,21,49,50,2,-1,-1
4,6,29,74,2,-1,-1
4,7,40,38,2,-1,-1
4,10,20,50,2,-1,-1
4,12,15,68,2,-1,-1
4,14,47,39,2,-1,-1
4,15,9,20,2,-1,-1
4,16,52,63,2,-1,-1
4,17,47,58,2,-1,-1
4,19,15,46,2,-1,-1
5,6,11,33,2,-1,-1
5,10,23,43,2,-1,-1
5,12,39,47,2,-1,-1
5,15,31,66,2,-1,-1
5,19,32,46,2,-1,-1
5,20,69,50,2,-1,-1
6,8,33,15,2,-1,-1
6,9,38,47,2,-1,-1
6,11,14,47,2,-1,-1
6,12,27,52,2,-1,-1
6,13,35,39,2,-1,-1
6,17,34,69,2,-1,-1
6,19,23,60,2,-1,-1
6,21,44,59,2,-1,-1
7,8,9,24,2,-1,-1
7,9,21,38,2,-1,-1
7,10,45,80,2,-1,-1
7,11,21,65,2,-1,-1
7,15,39,43,2,-1,-1
7,16,15,8,2,-1,-1
7,17,11,55,2,-1,-1
7,18,54,40,2,-1,-1
8,10,40,52,2,-1,-1
8,14,40,9,2,-1,-1
8,15,33,20,2,-1,-1
8,17,19,33,2,-1,-1
8,18,45,33,2,-1,-1
8,19,42,58,2,-1,-1
9,11,24,42,2,-1,-1
9,13,35,18,2,-1,-1
9,14,49,50,2,-1,-1
9,15,31,57,2,-1,-1
9,17,32,69,2,-1,-1
9,18,35,64,2,-1,-1
9,20,27,72,2,-1,-1
9,21,33,87,2,-1,-1
10,12,28,49,2,-1,-1
10,14,34,38,2,-1,-1
10,15,11,76,2,-1,-1
10,17,47,60,2,-1,-1
10,18,37,32,2,-1,-1
10,19,8,47,2,-1,-1
10,20,67,57,2,-1,-1
10,21,56,35,2,-1,-1
11,12,17,47,2,-1,-1
11,14,25,37,2,-1,-1
11,15,21,58,2,-1,-1
11,16,27,58,2,-1,-1
11,19,28,43,2,-1,-1
11,21,31,85,2,-1,-1
12,13,37,5,2,-1,-1
12,16,39,68,2,-1,-1
12,17,34,18,2,-1,-1
12,18,28,60,2,-1,-1
12,21,39,50,2,-1,-1
13,14,29,50,2,-1,-1
14,15,39,64,2,-1,-1
14,16,31,78,2,-1,-1
14,19,42,64,2,-1,-1
15,18,28,65,2,-1,-1
15,19,8,40,2,-1,-1
16,17,4,54,2,-1,-1
17,19,51,47,2,-1,-1
17,20,37,38,2,-1,-1
18,19,30,40,2,-1,-1
19,20,67,49,2,-1,-1
1,0,5,40,2,-1,-1
6,0,11,72,2,-1,-1
10,0,10,102,2,-1,-1
12,0,19,2,2,-1,-1
13,0,39,94,2,-1,-1
15,0,9,69,2,-1,-1
16,0,41,79,2,-1,-1
18,0,36,68,2,-1,-1
19,0,14,0,2,-1,-1
21,0,46,48,2,-1,-1
5,1,17,16,2,-1,-1
6,1,5,52,2,-1,-1
7,1,33,68,2,-1,-1
10,1,12,23,2,-1,-1
11,1,12,64,2,-1,-1
12,1,22,44,2,-1,-1
14,1,24,83,2,-1,-1
3,2,11,68,2,-1,-1
4,2,28,37,2,-1,-1
10,2,8,31,2,-1,-1
12,2,35,16,2,-1,-1
15,2,19,64,2,-1,-1
16,2,53,68,2,-1,-1
19,2,15,79,2,-1,-1
4,3,21,46,2,-1,-1
5,3,19,25,2,-1,-1
6,3,9,80,2,-1,-1
8,3,35,62,2,-1,-1
