x,y,SR_demand,exits,injured
0.2773431452565638,0.12590082009571169,99,0,1
0.5652184791693645,0.2415121248064076,76,0,1
0.43008625859338434,0.19225607669090927,90,0,1
0.590451673587841,0.9799633333380685,112,0,1
0.40679627959600984,0.538276687397584,114,0,1
0.9774152794118872,0.8463526813848943,96,0,1
0.8221067382594874,0.03877959450781432,97,0,1
0.23690949460417543,0.9109868571627548,85,0,1
0.9901033375411599,0.45101540333422563,107,0,1
0.5537565225448471,0.017297949707134053,108,0,1
0.7367290594718805,0.9639280491560541,104,0,1
0.7254800650489305,0.9797670826523052,90,0,1
0.9262724433192391,0.025695820588364615,101,0,1
0.07888566238176198,0.6614187980499605,91,0,1
0.7916605921574169,0.8971843659663636,107,0,1
0.9948640117345596,0.6486354312186452,116,0,1
0.16890362040665352,0.7980900669456386,104,0,1
0.0788499179154607,0.09440715139506306,92,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
