from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,18,69,2,-1,-1
0,2,7,42,2,-1,-1
0,4,19,65,2,-1,-1
0,6,13,70,2,-1,-1
0,8,24,71,2,-1,-1
0,9,22,33,2,-1,-1
0,11,22,21,2,-1,-1
0,12,19,22,2,-1,-1
0,13,30,61,2,-1,-1
0,14,30,48,2,-1,-1
0,16,22,21,2,-1,-1
0,17,7,118,2,-1,-1
0,18,53,32,2,-1,-1
0,19,33,55,2,-1,-1
1,2,12,42,2,-1,-1
1,3,25,37,2,-1,-1
1,4,3,87,2,-1,-1
1,9,24,89,2,-1,-1
1,10,14,62,2,-1,-1
1,13,33,35,2,-1,-1
1,17,17,42,2,-1,-1
1,19,15,44,2,-1,-1
2,3,31,56,2,-1,-1
2,7,21,31,2,-1,-1
2,8,17,61,2,-1,-1
2,9,17,40,2,-1,-1
2,12,25,60,2,-1,-1
2,14,29,48,2,-1,-1
2,16,18,59,2,-1,-1
2,17,5,44,2,-1,-1
2,18,45,30,2,-1,-1
2,19,27,62,2,-1,-1
2,21,35,19,2,-1,-1
3,8,21,44,2,-1,-1
3,9,28,42,2,-1,-1
3,10,11,15,2,-1,-1
3,11,49,32,2,-1,-1
3,12,55,50,2,-1,-1
3,16,31,61,2,-1,-1
3,18,14,41,2,-1,-1
3,19,18,58,2,-1,-1
3,20,55,55,2,-1,-1
4,8,24,33,2,-1,-1
4,10,16,48,2,-1,-1
4,12,39,68,2,-1,-1
4,15,5,57,2,-1,-1
4,16,30,47,2,-1,-1
4,17,20,38,2,-1,-1
4,18,40,47,2,-1,-1
4,19,14,35,2,-1,-1
5,7,30,41,2,-1,-1
5,10,45,91,2,-1,-1
5,11,22,74,2,-1,-1
5,12,35,66,2,-1,-1
5,13,13,59,2,-1,-1
5,16,20,66,2,-1,-1
5,17,33,44,2,-1,-1
6,7,24,0,2,-1,-1
6,9,35,41,2,-1,-1
6,11,31,68,2,-1,-1
6,13,42,88,2,-1,-1
6,14,27,49,2,-1,-1
6,17,20,59,2,-1,-1
7,8,30,58,2,-1,-1
7,11,7,29,2,-1,-1
7,16,22,35,2,-1,-1
7,21,17,34,2,-1,-1
8,9,7,77,2,-1,-1
8,13,14,68,2,-1,-1
8,15,29,36,2,-1,-1
8,16,9,26,2,-1,-1
8,18,33,17,2,-1,-1
8,19,28,55,2,-1,-1
8,20,39,48,2,-1,-1
8,21,34,72,2,-1,-1
9,12,29,64,2,-1,-1
9,13,9,80,2,-1,-1
9,17,14,20,2,-1,-1
9,19,34,56,2,-1,-1
9,20,34,41,2,-1,-1
9,21,27,54,2,-1,-1
10,11,42,35,2,-1,-1
10,13,32,69,2,-1,-1
10,15,18,15,2,-1,-1
10,16,26,29,2,-1,-1
10,17,25,65,2,-1,-1
10,19,11,19,2,-1,-1
10,20,55,72,2,-1,-1
10,21,51,95,2,-1,-1
11,12,12,39,2,-1,-1
11,14,52,26,2,-1,-1
11,15,45,9,2,-1,-1
11,16,19,24,2,-1,-1
11,17,19,46,2,-1,-1
11,21,10,9,2,-1,-1
12,15,44,53,2,-1,-1
12,18,68,30,2,-1,-1
12,21,20,22,2,-1,-1
13,14,54,70,2,-1,-1
13,15,42,22,2,-1,-1
13,17,22,43,2,-1,-1
13,19,42,60,2,-1,-1
14,16,47,61,2,-1,-1
14,17,34,27,2,-1,-1
14,18,55,31,2,-1,-1
15,16,35,38,2,-1,-1
15,17,25,27,2,-1,-1
15,18,41,62,2,-1,-1
15,19,12,39,2,-1,-1
