x,y,SR_demand,exits,injured
0.3564431006636525,0.16414135587524092,108,0,1
0.5821786248665787,0.1923542743255824,93,0,1
0.4457038669465554,0.7843072975016322,97,0,1
0.1621716893547933,0.1688706308855834,104,0,1
0.6994346393652812,0.6712183570749509,117,0,1
0.9343126244735265,0.9175885571830612,115,0,1
0.13369608204181593,0.5560632168539834,99,0,1
0.12856858424338835,0.9665955434024736,112,0,1
0.13247179025910416,0.9232772196280211,98,0,1
0.008772528714641181,0.7761034981029122,119,0,1
0.4205067877312938,0.2628886801894105,97,0,1
0.5297923211184603,0.1003908256645859,99,0,1
0.4404974858258873,0.7732570396301878,95,0,1
0.9198798058584003,0.2598138172106499,115,0,1
0.9925006243356052,0.6252736256659526,110,0,1
0.40060004834918006,0.1621215215399452,95,0,1
0.13811504416560072,0.06951878002016931,105,0,1
0.34394688634032944,0.33055820103064215,120,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
