x,y,SR_demand,exits,injured
0.4448877959476414,0.8296026013600649,106,0,1
0.7425003804709696,0.26140732974567915,98,0,1
0.7805304494264333,0.14235048892520408,96,0,1
0.6550417260034529,0.711684236570341,105,0,1
0.3929287570462172,0.10616196854717252,106,0,1
0.52021195830386,0.9558507542437333,115,0,1
0.11153651516357765,0.9830999518332308,92,0,1
0.2788597634433382,0.36799089486647507,101,0,1
0.16843302352513623,0.5969949759409388,110,0,1
0.01366144135586278,0.21877209324494795,92,0,1
0.4327867738769404,0.019000494626838504,123,0,1
0.2199962916129058,0.9614266397909119,106,0,1
0.5295814558078153,0.922541459216712,118,0,1
0.4656154924699083,0.10627690900206499,89,0,1
0.35066844233244854,0.18898474531800113,105,0,1
0.7255034002590283,0.38668176023945644,87,0,1
0.8604734696587675,0.1746986365398887,72,0,1
0.2857279670566921,0.7305380064034546,93,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
