from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,18,48,2,-1,-1
1,0,18,48,2,-1,-1
0,2,46,25,2,-1,-1
2,0,46,25,2,-1,-1
0,6,18,29,2,-1,-1
6,0,18,29,2,-1,-1
0,7,21,41,2,-1,-1
7,0,21,41,2,-1,-1
0,9,37,58,2,-1,-1
9,0,37,58,2,-1,-1
0,11,29,52,2,-1,-1
11,0,29,52,2,-1,-1
0,12,11,80,2,-1,-1
12,0,11,80,2,-1,-1
0,13,43,33,2,-1,-1
13,0,43,33,2,-1,-1
0,14,8,50,2,-1,-1
14,0,8,50,2,-1,-1
0,15,21,44,2,-1,-1
15,0,21,44,2,-1,-1
0,17,31,69,2,-1,-1
17,0,31,69,2,-1,-1
0,19,38,37,2,-1,-1
19,0,38,37,2,-1,-1
1,2,36,39,2,-1,-1
2,1,36,39,2,-1,-1
1,3,41,27,2,-1,-1
3,1,41,27,2,-1,-1
1,5,27,82,2,-1,-1
5,1,27,82,2,-1,-1
1,7,30,94,2,-1,-1
7,1,30,94,2,-1,-1
1,8,10,36,2,-1,-1
8,1,10,36,2,-1,-1
1,10,15,67,2,-1,-1
10,1,15,67,2,-1,-1
1,11,26,56,2,-1,-1
11,1,26,56,2,-1,-1
1,12,7,29,2,-1,-1
12,1,7,29,2,-1,-1
1,14,13,36,2,-1,-1
14,1,13,36,2,-1,-1
1,15,7,35,2,-1,-1
15,1,7,35,2,-1,-1
1,17,23,67,2,-1,-1
17,1,23,67,2,-1,-1
1,20,26,47,2,-1,-1
20,1,26,47,2,-1,-1
1,21,29,48,2,-1,-1
21,1,29,48,2,-1,-1
2,3,62,41,2,-1,-1
3,2,62,41,2,-1,-1
2,6,47,39,2,-1,-1
6,2,47,39,2,-1,-1
2,7,36,48,2,-1,-1
7,2,36,48,2,-1,-1
2,9,15,40,2,-1,-1
9,2,15,40,2,-1,-1
2,11,20,65,2,-1,-1
11,2,20,65,2,-1,-1
2,12,41,81,2,-1,-1
12,2,41,81,2,-1,-1
2,15,29,39,2,-1,-1
15,2,29,39,2,-1,-1
2,16,24,96,2,-1,-1
16,2,24,96,2,-1,-1
2,17,15,40,2,-1,-1
17,2,15,40,2,-1,-1
3,11,42,54,2,-1,-1
11,3,42,54,2,-1,-1
3,12,34,71,2,-1,-1
12,3,34,71,2,-1,-1
3,15,43,44,2,-1,-1
15,3,43,44,2,-1,-1
3,16,39,92,2,-1,-1
16,3,39,92,2,-1,-1
3,17,48,38,2,-1,-1
17,3,48,38,2,-1,-1
4,6,40,40,2,-1,-1
6,4,40,40,2,-1,-1
4,7,30,57,2,-1,-1
7,4,30,57,2,-1,-1
4,11,14,21,2,-1,-1
11,4,14,21,2,-1,-1
4,13,47,64,2,-1,-1
13,4,47,64,2,-1,-1
4,14,42,89,2,-1,-1
14,4,42,89,2,-1,-1
4,15,26,74,2,-1,-1
15,4,26,74,2,-1,-1
4,18,9,62,2,-1,-1
18,4,9,62,2,-1,-1
4,19,21,48,2,-1,-1
19,4,21,48,2,-1,-1
5,6,5,59,2,-1,-1
6,5,5,59,2,-1,-1
5,7,8,68,2,-1,-1
7,5,8,68,2,-1,-1
5,8,27,80,2,-1,-1
8,5,27,80,2,-1,-1
5,10,41,46,2,-1,-1
10,5,41,46,2,-1,-1
5,11,22,23,2,-1,-1
11,5,22,23,2,-1,-1
5,12,22,28,2,-1,-1
12,5,22,28,2,-1,-1
5,14,22,109,2,-1,-1
14,5,22,109,2,-1,-1
5,15,26,69,2,-1,-1
15,5,26,69,2,-1,-1
5,16,19,35,2,-1,-1
16,5,19,35,2,-1,-1
5,17,27,69,2,-1,-1
17,5,27,69,2,-1,-1
5,18,45,42,2,-1,-1
18,5,45,42,2,-1,-1
5,20,51,73,2,-1,-1
20,5,51,73,2,-1,-1
6,7,10,60,2,-1,-1
7,6,10,60,2,-1,-1
6,11,26,65,2,-1,-1
11,6,26,65,2,-1,-1
6,15,32,65,2,-1,-1
15,6,32,65,2,-1,-1
6,16,23,33,2,-1,-1
16,6,23,33,2,-1,-1
6,19,28,70,2,-1,-1
19,6,28,70,2,-1,-1
7,8,32,67,2,-1,-1
8,7,32,67,2,-1,-1
7,9,22,54,2,-1,-1
9,7,22,54,2,-1,-1
7,10,45,28,2,-1,-1
10,7,45,28,2,-1,-1
7,12,26,60,2,-1,-1
12,7,26,60,2,-1,-1
7,15,27,48,2,-1,-1
15,7,27,48,2,-1,-1
7,16,12,78,2,-1,-1
16,7,12,78,2,-1,-1
7,19,18,24,2,-1,-1
19,7,18,24,2,-1,-1
7,21,43,58,2,-1,-1
21,7,43,58,2,-1,-1
8,10,16,25,2,-1,-1
10,8,16,25,2,-1,-1
8,11,33,25,2,-1,-1
11,8,33,25,2,-1,-1
8,12,6,56,2,-1,-1
12,8,6,56,2,-1,-1
8,14,5,53,2,-1,-1
14,8,5,53,2,-1,-1
8,15,16,29,2,-1,-1
15,8,16,29,2,-1,-1
8,18,47,75,2,-1,-1
18,8,47,75,2,-1,-1
8,20,23,49,2,-1,-1
20,8,23,49,2,-1,-1
8,21,19,36,2,-1,-1
21,8,19,36,2,-1,-1
9,11,8,16,2,-1,-1
11,9,8,16,2,-1,-1
9,12,35,43,2,-1,-1
12,9,35,43,2,-1,-1
9,13,38,32,2,-1,-1
13,9,38,32,2,-1,-1
9,15,26,32,2,-1,-1
15,9,26,32,2,-1,-1
9,16,10,33,2,-1,-1
16,9,10,33,2,-1,-1
10,15,20,54,2,-1,-1
