x,y,SR_demand,exits,injured
0.3584556108551551,0.2208879500669878,94,0,1
0.3507707458560607,0.2986874260736728,91,0,1
0.3809288834786745,0.5489597074677885,111,0,1
0.034748870521965514,0.812064547598976,101,0,1
0.25813709603686386,0.09346441211606649,89,0,1
0.47595895362529106,0.04514867462148897,111,0,1
0.7728516063977304,0.8010036188294517,100,0,1
0.5360841732091546,0.5594888354702134,89,0,1
0.2668231974586851,0.1111383663504103,104,0,1
0.7384827094928728,0.2537113931475471,105,0,1
0.7733439583979144,0.35973486230544216,101,0,1
0.6811175247649185,0.40993976306385826,99,0,1
0.27430776855639416,0.7418748275669783,111,0,1
0.13531894203544326,0.28134567233905805,101,0,1
0.8494686864421299,0.1591744058376917,123,0,1
0.2626713137244192,0.7823226311140488,90,0,1
0.959359725294793,0.031560758903304786,107,0,1
0.4524464592954941,0.06412412547304103,114,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
